#stno,yyyymmdd,TX01,WD01,WD02,SS02,GR01
467410.0,20030321.0,18.8,4.6,10.0,47.3,18.82
467410.0,20030322.0,19.0,3.2,10.0,2.5,10.5
467410.0,20030323.0,20.0,3.5,10.0,36.3,16.48
467410.0,20030324.0,19.6,3.7,10.0,0.0,5.1
467410.0,20030325.0,21.2,3.0,10.0,31.3,16.47
467410.0,20030326.0,23.1,1.9,10.0,47.6,18.0
467410.0,20030327.0,24.7,2.8,20.0,77.9,21.85
467410.0,20030328.0,22.4,3.9,360.0,63.8,20.07
467410.0,20030329.0,22.3,3.0,360.0,44.9,18.93
467410.0,20030330.0,24.3,2.0,20.0,72.6,19.72
467410.0,20030331.0,25.9,2.7,220.0,68.4,20.93
467410.0,20030401.0,25.6,2.3,250.0,23.6,15.32
467410.0,20030402.0,25.8,2.2,170.0,6.5,12.25
467410.0,20030403.0,25.7,2.7,210.0,0.0,7.56
467410.0,20030404.0,23.5,3.3,360.0,2.4,8.18
467410.0,20030405.0,20.0,4.0,10.0,0.8,11.4
467410.0,20030406.0,21.9,1.8,360.0,7.2,7.82
467410.0,20030407.0,24.7,2.4,180.0,12.1,10.14
467410.0,20030408.0,23.3,2.2,20.0,4.0,4.44
467410.0,20030409.0,21.6,2.7,10.0,0.0,2.89
467410.0,20030410.0,23.2,2.4,10.0,47.2,17.4
467410.0,20030411.0,25.4,2.4,190.0,31.1,14.41
467410.0,20030412.0,26.5,1.7,250.0,65.3,20.15
467410.0,20030413.0,26.8,1.8,250.0,85.9,22.52
467410.0,20030414.0,25.6,3.2,10.0,31.0,17.13
467410.0,20030415.0,22.7,3.1,10.0,4.0,9.39
467410.0,20030416.0,25.5,2.3,10.0,28.5,14.76
467410.0,20030417.0,26.4,2.7,10.0,25.3,15.37
467410.0,20030418.0,26.6,2.4,350.0,42.6,17.03
467410.0,20030419.0,26.9,2.4,320.0,66.9,21.21
467410.0,20030420.0,27.6,4.2,360.0,66.0,21.32
467410.0,20030421.0,26.5,4.4,350.0,37.6,18.76
467410.0,20030422.0,25.6,3.5,350.0,22.7,16.27
467410.0,20030423.0,26.5,2.0,10.0,52.4,21.29
467410.0,20030424.0,27.4,2.5,330.0,50.7,20.48
467410.0,20030425.0,27.0,2.4,250.0,67.8,22.05
467410.0,20030426.0,27.9,3.2,10.0,53.7,20.49
467410.0,20030427.0,27.0,3.0,10.0,55.2,20.88
467410.0,20030428.0,26.9,2.4,360.0,46.5,20.58
467410.0,20030429.0,27.5,2.7,10.0,79.0,23.95
467410.0,20030430.0,26.4,4.3,10.0,47.9,19.4
467410.0,20030501.0,25.0,3.2,360.0,53.3,20.91
467410.0,20030502.0,26.6,2.9,20.0,65.5,22.05
467410.0,20030503.0,27.3,1.4,30.0,13.9,13.64
467410.0,20030504.0,27.9,3.8,200.0,30.8,17.82
467410.0,20030505.0,27.0,2.8,160.0,0.8,9.68
467410.0,20030506.0,28.6,3.6,190.0,81.3,23.42
467410.0,20030507.0,29.0,3.1,240.0,93.4,26.46
467410.0,20030508.0,29.2,3.2,350.0,81.0,23.76
467410.0,20030509.0,27.7,2.6,360.0,61.9,22.18
467410.0,20030510.0,26.9,2.2,10.0,63.3,22.66
467410.0,20030511.0,28.0,2.7,340.0,37.3,16.15
467410.0,20030512.0,28.6,2.6,360.0,72.3,24.39
467410.0,20030513.0,28.9,2.0,290.0,75.2,25.04
467410.0,20030514.0,28.8,2.8,220.0,64.5,23.42
467410.0,20030515.0,28.2,2.2,260.0,18.9,15.12
467410.0,20030516.0,28.4,2.5,130.0,34.1,18.6
467410.0,20030517.0,27.4,2.3,180.0,0.0,4.76
467410.0,20030518.0,26.0,2.5,360.0,0.0,7.16
467410.0,20030519.0,26.7,2.7,10.0,21.1,18.25
467410.0,20030520.0,28.1,2.6,320.0,64.1,24.14
467410.0,20030521.0,27.6,2.4,330.0,65.5,23.39
467410.0,20030522.0,27.9,3.3,320.0,54.2,19.96
467410.0,20030523.0,27.9,3.1,320.0,69.9,22.65
467410.0,20030524.0,29.0,2.5,310.0,78.8,24.53
467410.0,20030525.0,29.3,3.6,10.0,75.7,23.18
467410.0,20030526.0,28.7,3.1,360.0,72.7,22.38
467410.0,20030527.0,26.6,3.6,10.0,19.5,16.88
467410.0,20030528.0,26.7,3.7,360.0,36.7,18.93
467410.0,20030529.0,27.5,3.3,10.0,42.6,19.69
467410.0,20030530.0,28.5,3.1,360.0,76.9,22.63
467410.0,20030531.0,29.0,2.6,360.0,66.4,21.07
467410.0,20030601.0,28.4,2.2,300.0,67.9,22.84
467410.0,20030602.0,27.9,2.7,330.0,0.0,13.83
467410.0,20030603.0,27.3,3.1,350.0,59.6,22.83
467410.0,20030604.0,27.8,2.8,320.0,55.8,20.61
467410.0,20030605.0,27.9,2.1,240.0,62.5,22.1
467410.0,20030606.0,28.2,3.5,190.0,26.8,18.39
467410.0,20030607.0,24.9,2.9,170.0,0.0,0.45
467410.0,20030608.0,26.9,3.1,200.0,1.5,12.33
467410.0,20030609.0,27.7,2.1,150.0,31.9,18.1
467410.0,20030610.0,27.3,3.0,170.0,5.9,11.61
467410.0,20030611.0,27.7,4.3,180.0,23.0,16.28
467410.0,20030612.0,26.9,4.1,190.0,0.7,6.7
467410.0,20030613.0,26.5,3.1,130.0,4.4,11.33
467410.0,20030614.0,28.7,2.6,240.0,75.6,23.68
467410.0,20030615.0,29.0,2.9,320.0,63.7,21.14
467410.0,20030616.0,28.4,3.2,350.0,40.7,19.16
467410.0,20030617.0,28.4,3.7,350.0,28.9,16.91
467410.0,20030618.0,26.8,3.9,350.0,8.1,10.82
467410.0,20030619.0,28.7,3.7,130.0,77.8,23.64
467410.0,20030620.0,27.0,4.3,180.0,14.8,9.3
467410.0,20030621.0,28.8,5.4,200.0,66.6,24.17
467410.0,20030622.0,29.2,4.1,200.0,74.0,23.4
467410.0,20030623.0,29.1,3.8,190.0,82.2,26.4
467410.0,20030624.0,29.0,2.7,180.0,67.4,24.29
467410.0,20030625.0,29.1,3.7,190.0,36.3,17.52
467410.0,20030626.0,26.6,3.9,180.0,0.0,4.73
467410.0,20030627.0,29.4,4.0,180.0,83.7,27.01
467410.0,20030628.0,29.5,3.3,200.0,91.1,26.13
467410.0,20030629.0,29.5,2.3,190.0,86.0,26.14
467410.0,20030630.0,29.7,2.9,260.0,87.5,24.83
467410.0,20030701.0,29.9,3.1,200.0,86.0,25.11
467410.0,20030702.0,29.8,3.5,190.0,81.6,25.65
467410.0,20030703.0,29.6,3.1,190.0,76.5,25.18
467410.0,20030704.0,29.9,3.2,210.0,91.3,26.7
467410.0,20030705.0,30.2,3.9,190.0,84.7,25.33
467410.0,20030706.0,30.0,3.3,240.0,87.0,25.63
467410.0,20030707.0,30.2,2.5,250.0,83.3,24.93
467410.0,20030708.0,29.1,2.6,130.0,36.5,17.79
467410.0,20030709.0,30.4,3.4,190.0,68.5,22.48
467410.0,20030710.0,30.6,4.0,200.0,87.9,26.61
467410.0,20030711.0,30.2,2.7,190.0,58.1,18.82
467410.0,20030712.0,30.5,2.7,260.0,74.6,24.93
467410.0,20030713.0,30.6,2.5,240.0,73.2,23.08
467410.0,20030714.0,30.7,2.6,240.0,71.0,22.46
467410.0,20030715.0,31.1,3.1,270.0,59.1,21.51
467410.0,20030716.0,31.0,2.7,290.0,61.4,21.09
467410.0,20030717.0,30.6,3.3,190.0,44.2,18.22
467410.0,20030718.0,30.4,3.8,200.0,87.7,25.81
467410.0,20030719.0,31.6,3.2,20.0,69.8,22.88
467410.0,20030720.0,31.1,2.5,10.0,75.9,22.56
467410.0,20030721.0,31.0,2.9,310.0,57.1,19.68
467410.0,20030722.0,31.4,3.7,360.0,52.7,20.37
467410.0,20030723.0,31.1,2.2,320.0,15.8,13.54
467410.0,20030724.0,31.3,4.4,170.0,78.4,23.86
467410.0,20030725.0,30.5,2.7,260.0,73.2,23.16
467410.0,20030726.0,30.7,2.3,300.0,62.0,21.16
467410.0,20030727.0,30.3,2.0,250.0,58.3,21.59
467410.0,20030728.0,30.0,2.8,270.0,86.3,25.01
467410.0,20030729.0,30.1,2.8,250.0,63.7,23.28
467410.0,20030730.0,30.0,3.0,190.0,60.7,21.2
467410.0,20030731.0,30.0,2.3,190.0,53.2,19.21
467410.0,20030801.0,30.2,2.3,180.0,72.3,23.12
467410.0,20030802.0,30.0,2.3,320.0,30.5,13.75
467410.0,20030803.0,29.5,3.0,320.0,3.8,9.55
467410.0,20030804.0,26.6,5.9,160.0,0.0,4.65
467410.0,20030805.0,28.0,4.0,190.0,19.9,14.86
467410.0,20030806.0,28.2,2.0,360.0,4.6,9.22
467410.0,20030807.0,29.7,2.9,10.0,79.0,23.39
467410.0,20030808.0,29.8,2.2,260.0,66.8,20.43
467410.0,20030809.0,30.1,2.3,190.0,63.1,20.66
467410.0,20030810.0,30.3,2.5,260.0,51.6,18.43
467410.0,20030811.0,29.9,4.0,190.0,37.0,18.87
467410.0,20030812.0,29.7,4.4,200.0,79.6,23.16
467410.0,20030813.0,29.8,3.2,150.0,64.2,23.84
467410.0,20030814.0,30.2,2.0,260.0,41.9,18.26
467410.0,20030815.0,29.1,2.6,100.0,40.4,16.83
467410.0,20030816.0,28.7,2.0,310.0,49.8,15.3
467410.0,20030817.0,29.5,2.1,100.0,61.5,18.87
467410.0,20030818.0,30.0,2.6,240.0,58.5,20.05
467410.0,20030819.0,28.4,2.2,260.0,28.1,13.43
467410.0,20030820.0,27.6,5.6,160.0,18.8,13.07
467410.0,20030821.0,29.6,5.3,180.0,37.6,17.59
467410.0,20030822.0,29.9,4.0,20.0,69.1,20.4
467410.0,20030823.0,29.7,2.1,310.0,36.2,14.95
467410.0,20030824.0,29.6,2.6,90.0,75.6,22.4
467410.0,20030825.0,29.5,2.4,190.0,29.2,15.34
467410.0,20030826.0,29.4,2.4,260.0,62.4,21.72
467410.0,20030827.0,29.6,2.1,300.0,75.2,20.57
467410.0,20030828.0,29.4,2.5,310.0,46.0,16.55
467410.0,20030829.0,29.9,2.6,320.0,51.6,17.23
467410.0,20030830.0,29.4,2.3,300.0,58.9,20.57
467410.0,20030831.0,29.1,2.9,320.0,42.2,16.38
467410.0,20030901.0,28.0,2.0,190.0,2.4,7.16
467410.0,20030902.0,28.4,5.1,160.0,0.0,6.1
467410.0,20030903.0,26.8,2.0,130.0,8.0,8.55
467410.0,20030904.0,28.7,2.4,340.0,35.3,16.92
467410.0,20030905.0,29.2,2.3,290.0,76.4,21.75
467410.0,20030906.0,29.5,3.1,320.0,64.5,19.43
467410.0,20030907.0,29.7,2.4,260.0,79.1,21.81
467410.0,20030908.0,29.7,2.6,360.0,74.4,21.26
467410.0,20030909.0,30.0,3.3,350.0,55.9,19.7
467410.0,20030910.0,29.5,4.2,350.0,34.9,15.93
467410.0,20030911.0,29.2,5.5,350.0,56.1,18.43
467410.0,20030912.0,29.1,1.9,250.0,57.0,19.2
467410.0,20030913.0,29.8,2.4,10.0,23.7,13.67
467410.0,20030914.0,29.5,2.1,10.0,32.7,15.12
467410.0,20030915.0,30.0,2.6,30.0,52.4,17.64
467410.0,20030916.0,29.8,2.1,350.0,52.5,17.3
467410.0,20030917.0,29.7,2.3,270.0,60.0,18.22
467410.0,20030918.0,29.6,2.4,140.0,29.7,14.0
467410.0,20030919.0,29.6,1.9,310.0,21.5,13.21
467410.0,20030920.0,29.5,2.5,300.0,43.8,15.84
467410.0,20030921.0,28.1,2.7,150.0,19.1,13.17
467410.0,20030922.0,27.0,2.0,10.0,29.9,15.77
467410.0,20030923.0,27.7,2.6,130.0,7.5,12.56
467410.0,20030924.0,27.6,1.8,90.0,19.2,12.74
467410.0,20030925.0,28.5,2.0,350.0,65.9,17.72
467410.0,20030926.0,29.4,2.2,130.0,58.5,15.12
467410.0,20030927.0,29.2,2.3,130.0,52.0,16.95
467410.0,20030928.0,29.2,2.0,140.0,42.8,14.77
467410.0,20030929.0,28.5,2.1,220.0,85.8,20.75
467410.0,20030930.0,28.7,2.5,320.0,83.4,20.21
467410.0,20031001.0,28.1,2.4,320.0,50.7,15.82
467410.0,20031002.0,28.4,2.0,300.0,62.6,16.94
467410.0,20031003.0,29.0,2.2,130.0,60.2,17.53
467410.0,20031004.0,28.7,2.4,10.0,54.3,16.35
467410.0,20031005.0,27.2,1.9,10.0,0.9,7.58
467410.0,20031006.0,27.7,3.1,360.0,40.1,14.85
467410.0,20031007.0,27.7,3.2,360.0,56.4,17.53
467410.0,20031008.0,28.4,2.1,10.0,71.9,18.68
467410.0,20031009.0,27.9,2.1,260.0,15.4,8.14
467410.0,20031010.0,28.0,2.0,360.0,42.9,15.03
467410.0,20031011.0,27.9,2.5,240.0,68.8,17.93
467410.0,20031012.0,28.0,2.0,130.0,56.0,16.53
467410.0,20031013.0,27.9,2.3,310.0,16.4,9.4
467410.0,20031014.0,27.4,3.0,360.0,51.1,16.49
467410.0,20031015.0,24.8,3.8,360.0,19.1,10.17
467410.0,20031016.0,24.4,3.6,10.0,53.0,14.63
467410.0,20031017.0,25.4,2.5,10.0,75.7,17.0
467410.0,20031018.0,24.9,3.1,360.0,83.7,17.16
467410.0,20031019.0,25.3,2.1,10.0,84.7,17.87
467410.0,20031020.0,25.6,2.4,90.0,87.5,18.47
467410.0,20031021.0,25.2,2.8,360.0,84.1,16.48
467410.0,20031022.0,24.5,3.5,360.0,80.8,16.71
467410.0,20031023.0,23.5,3.7,10.0,55.4,15.08
467410.0,20031024.0,22.8,3.4,360.0,75.8,16.2
467410.0,20031025.0,23.0,3.1,20.0,69.7,16.57
467410.0,20031026.0,24.7,2.1,130.0,87.5,17.53
467410.0,20031027.0,25.2,2.6,310.0,89.5,17.03
467410.0,20031028.0,25.1,2.2,350.0,85.2,16.06
467410.0,20031029.0,25.2,2.2,100.0,80.9,15.95
467410.0,20031030.0,24.6,2.4,10.0,83.7,15.63
467410.0,20031031.0,25.2,2.5,360.0,83.0,16.13
467410.0,20031101.0,26.1,3.1,360.0,38.4,12.61
467410.0,20031102.0,25.1,3.0,360.0,0.0,1.95
467410.0,20031103.0,25.0,5.0,360.0,15.2,4.91
467410.0,20031104.0,25.8,2.6,360.0,81.7,15.8
467410.0,20031105.0,25.2,3.0,10.0,84.5,16.3
467410.0,20031106.0,26.5,2.4,360.0,72.1,14.54
467410.0,20031107.0,26.7,2.2,310.0,32.5,12.36
467410.0,20031108.0,26.5,1.9,10.0,47.9,12.75
467410.0,20031109.0,26.3,2.5,360.0,14.5,10.92
467410.0,20031110.0,25.3,3.8,10.0,57.1,13.92
467410.0,20031111.0,23.4,5.0,360.0,64.4,14.38
467410.0,20031112.0,21.6,4.9,10.0,20.0,10.33
467410.0,20031113.0,22.6,3.0,10.0,54.6,14.16
467410.0,20031114.0,23.3,1.8,350.0,44.7,11.81
467410.0,20031115.0,24.3,3.2,360.0,34.7,11.62
467410.0,20031116.0,25.0,2.5,360.0,0.0,7.27
467410.0,20031117.0,24.4,3.4,360.0,1.8,8.65
467410.0,20031118.0,24.9,2.5,310.0,73.3,14.32
467410.0,20031119.0,26.0,3.0,10.0,66.0,13.89
467410.0,20031120.0,26.3,1.9,10.0,35.8,11.56
467410.0,20031121.0,25.9,4.8,360.0,49.7,12.27
467410.0,20031122.0,19.6,3.5,10.0,0.0,2.89
467410.0,20031123.0,22.0,2.2,350.0,0.0,6.02
467410.0,20031124.0,23.9,3.3,10.0,60.0,12.88
467410.0,20031125.0,23.7,3.5,10.0,80.4,14.66
467410.0,20031126.0,23.9,2.7,360.0,26.8,9.95
467410.0,20031127.0,22.8,3.8,10.0,74.0,13.74
467410.0,20031128.0,21.7,4.8,360.0,69.5,14.07
467410.0,20031129.0,19.3,6.6,360.0,68.6,13.54
467410.0,20031130.0,17.5,4.7,10.0,32.5,10.99
467410.0,20031201.0,18.4,3.0,10.0,65.0,12.04
467410.0,20031202.0,19.0,3.7,10.0,83.7,14.43
467410.0,20031203.0,19.9,2.1,20.0,85.6,14.25
467410.0,20031204.0,21.3,2.9,10.0,85.6,13.74
467410.0,20031205.0,22.4,3.0,350.0,82.0,14.11
467410.0,20031206.0,23.2,3.8,360.0,51.3,13.28
467410.0,20031207.0,20.3,4.3,360.0,33.6,11.51
467410.0,20031208.0,20.9,2.2,10.0,56.9,12.74
467410.0,20031209.0,21.6,3.5,10.0,55.1,11.87
467410.0,20031210.0,21.1,3.7,360.0,78.5,13.22
467410.0,20031211.0,20.8,5.3,360.0,28.0,9.03
467410.0,20031212.0,17.1,5.6,10.0,0.9,8.12
467410.0,20031213.0,16.8,4.5,360.0,32.7,8.61
467410.0,20031214.0,16.1,4.9,10.0,83.3,14.44
467410.0,20031215.0,16.3,3.5,10.0,76.7,13.37
467410.0,20031216.0,17.4,2.8,20.0,86.1,14.24
467410.0,20031217.0,18.5,3.7,10.0,8.4,7.64
467410.0,20031218.0,18.4,4.0,360.0,12.2,6.74
467410.0,20031219.0,15.4,6.5,360.0,45.0,10.66
467410.0,20031220.0,14.0,3.9,10.0,9.4,8.72
467410.0,20031221.0,16.4,3.4,10.0,82.4,13.55
467410.0,20031222.0,18.0,3.2,10.0,89.9,14.21
467410.0,20031223.0,19.1,3.0,20.0,89.0,13.69
467410.0,20031224.0,20.1,2.6,10.0,85.2,12.99
467410.0,20031225.0,19.9,3.1,10.0,74.9,13.2
467410.0,20031226.0,17.7,5.2,360.0,46.8,11.04
467410.0,20031227.0,15.6,3.5,10.0,73.0,11.99
467410.0,20031228.0,17.7,3.1,20.0,77.7,13.67
467410.0,20031229.0,18.5,4.1,10.0,87.0,15.01
467410.0,20031230.0,19.7,3.3,20.0,87.9,14.63
467410.0,20031231.0,19.9,3.9,10.0,86.9,13.81
467410.0,20040101.0,19.6,3.5,10.0,26.2,9.56
467410.0,20040102.0,20.4,4.3,10.0,84.0,14.06
467410.0,20040103.0,19.4,3.4,10.0,17.7,9.56
467410.0,20040104.0,20.9,3.1,10.0,48.5,11.01
467410.0,20040105.0,21.3,3.2,10.0,74.6,12.13
467410.0,20040106.0,20.9,3.5,10.0,72.6,13.26
467410.0,20040107.0,20.1,3.7,10.0,75.4,13.52
467410.0,20040108.0,20.2,3.8,360.0,65.1,13.5
467410.0,20040109.0,20.4,3.4,10.0,73.4,13.74
467410.0,20040110.0,20.9,2.7,10.0,65.0,12.0
467410.0,20040111.0,20.3,5.0,360.0,23.2,10.53
467410.0,20040112.0,17.5,5.4,360.0,8.3,7.71
467410.0,20040113.0,15.6,4.9,360.0,34.3,11.51
467410.0,20040114.0,17.9,2.4,360.0,82.3,14.34
467410.0,20040115.0,18.6,2.8,10.0,81.3,13.94
467410.0,20040116.0,20.5,3.8,10.0,72.0,14.78
467410.0,20040117.0,17.8,4.9,360.0,71.0,14.6
467410.0,20040118.0,18.5,4.6,10.0,75.5,14.71
467410.0,20040119.0,15.3,4.4,10.0,0.0,3.73
467410.0,20040120.0,15.4,4.5,10.0,52.4,13.01
467410.0,20040121.0,13.0,6.6,360.0,52.3,13.63
467410.0,20040122.0,12.8,4.0,360.0,0.9,6.4
467410.0,20040123.0,14.0,5.3,360.0,28.4,8.55
467410.0,20040124.0,12.2,7.7,360.0,63.1,14.29
467410.0,20040125.0,11.8,4.1,350.0,72.1,14.34
467410.0,20040126.0,15.1,3.8,10.0,80.3,15.33
467410.0,20040127.0,15.7,5.8,360.0,36.4,13.87
467410.0,20040128.0,15.4,3.4,10.0,60.0,14.35
467410.0,20040129.0,17.2,4.0,10.0,1.8,8.26
467410.0,20040130.0,17.9,4.3,360.0,86.1,16.12
467410.0,20040131.0,18.3,3.2,360.0,58.9,13.97
467410.0,20040201.0,19.9,2.8,10.0,82.3,15.99
467410.0,20040202.0,19.7,3.6,360.0,66.8,14.05
467410.0,20040203.0,15.7,5.4,360.0,1.8,7.83
467410.0,20040204.0,14.1,5.0,360.0,0.0,4.26
467410.0,20040205.0,12.1,4.3,360.0,0.0,2.29
467410.0,20040206.0,13.7,3.0,10.0,0.0,2.91
467410.0,20040207.0,12.7,4.3,10.0,0.0,4.0
467410.0,20040208.0,13.3,4.4,10.0,0.0,4.26
467410.0,20040209.0,14.1,5.8,10.0,17.9,8.93
467410.0,20040210.0,15.8,2.5,10.0,82.0,17.5
467410.0,20040211.0,16.7,3.0,10.0,86.3,17.92
467410.0,20040212.0,17.1,2.7,10.0,70.2,16.88
467410.0,20040213.0,17.1,3.2,10.0,56.7,15.65
467410.0,20040214.0,18.2,2.9,360.0,66.4,15.96
467410.0,20040215.0,19.7,1.9,10.0,82.2,17.09
467410.0,20040216.0,19.6,2.0,10.0,66.2,16.74
467410.0,20040217.0,19.8,1.7,20.0,57.2,16.12
467410.0,20040218.0,20.0,2.2,30.0,78.2,16.42
467410.0,20040219.0,20.9,2.6,20.0,79.0,18.03
467410.0,20040220.0,20.5,2.9,10.0,63.1,15.34
467410.0,20040221.0,21.6,2.6,10.0,29.7,12.59
467410.0,20040222.0,23.1,3.9,10.0,85.5,16.81
467410.0,20040223.0,20.9,3.5,10.0,52.3,15.66
467410.0,20040224.0,20.8,3.9,360.0,49.6,15.19
467410.0,20040225.0,21.4,4.6,350.0,88.5,18.6
467410.0,20040226.0,21.0,3.4,360.0,80.6,16.58
467410.0,20040227.0,21.4,2.5,10.0,80.4,17.32
467410.0,20040228.0,23.1,2.5,180.0,83.7,18.37
467410.0,20040229.0,24.5,4.3,190.0,80.2,17.79
467410.0,20040301.0,24.3,2.6,10.0,86.1,19.27
467410.0,20040302.0,19.5,3.9,10.0,10.3,7.17
467410.0,20040303.0,17.2,6.4,360.0,30.0,12.84
467410.0,20040304.0,16.2,4.0,360.0,0.9,7.3
467410.0,20040305.0,18.7,3.6,10.0,58.1,15.53
467410.0,20040306.0,17.5,4.9,360.0,8.5,5.54
467410.0,20040307.0,16.2,4.4,360.0,26.4,12.56
467410.0,20040308.0,17.3,3.1,10.0,83.3,19.67
467410.0,20040309.0,19.4,2.4,360.0,83.1,19.86
467410.0,20040310.0,22.7,3.0,220.0,87.2,20.24
467410.0,20040311.0,24.7,3.2,180.0,88.7,20.66
467410.0,20040312.0,24.1,2.8,360.0,61.6,16.95
467410.0,20040313.0,21.6,3.9,360.0,40.4,14.37
467410.0,20040314.0,21.8,4.2,10.0,68.9,17.72
467410.0,20040315.0,21.2,3.1,360.0,57.9,16.79
467410.0,20040316.0,23.2,2.8,10.0,67.8,16.78
467410.0,20040317.0,24.7,2.7,340.0,71.9,16.75
467410.0,20040318.0,22.1,4.6,360.0,34.2,13.47
467410.0,20040319.0,20.4,4.2,10.0,38.3,14.5
467410.0,20040320.0,21.4,4.9,360.0,59.8,17.95
467410.0,20040321.0,21.4,4.5,10.0,68.0,18.85
467410.0,20040322.0,20.5,5.0,360.0,62.9,16.63
467410.0,20040323.0,20.7,3.2,360.0,26.4,12.56
467410.0,20040324.0,21.9,3.5,10.0,61.8,16.66
